name,percentage_outliers,std_outliers,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
acustic,10,3,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13994374096393586, -631.596565182346, 1090.7360977599144, 152.38290026144387, 128.7833242673278, 201.60217985826134, 0.10932390528321266, 1.0074497837960719, 57.23044207826257, 118.48627868237496, 0.0018827995777130127, 0.010618291103839874, 0.00953599459528923, 0.01869580524563789, 0.01477142693400383, 0.027409388506412505, 0.8518801512420178, 0.0
acustic,10,3,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13627191364765168, -2.2234683086752893, 5.915442078840733, 1.0531973453342913, 0.9596045162975788, 0.9033953181028367, 0.30653667194247247, 1.7741965681314469, 0.14991179755330086, 0.2965942372202873, 0.006171564555168152, 0.010267880868911743, 0.00953599459528923, 0.02864742832183838, 0.01477142693400383, 0.042197778820991516, 0.846796485120058, 0.0
acustic,10,4,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.0698273877799511, -62.297516822129495, 124.63765899032354, 27.53185333339572, 27.28967982530594, 21.484906860661507, 0.004203093570470809, 1.0831318330168724, 5.418958276510239, 10.953886866569519, 0.0011061909019947052, 0.012271496838331222, 0.01408143105506897, 0.05809868039488792, 0.019225363779067993, 0.07544571962356567, 0.7261258586883546, 0.00018744734525680541
acustic,10,4,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.07934046104550363, -39.038640693634754, 250.92142168491483, 108.9144246585548, 112.18022885918617, 28.632186874574423, -0.08104814672470094, 1.3785934473633765, 7.028848618268967, 15.46214947104454, 0.0034128876984119414, 0.016682565754652025, 0.019909651827812194, 0.05809868039488792, 0.029285150748491286, 0.07544571962356567, 0.7479775649607182, 0.00012857098579406739
acustic,10,4,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.1402769096195698, -856.0502477911712, 1336.11993021847, 144.0576195014179, 125.78947550502419, 230.78321948616505, 0.11055274032950402, 1.3844476463735103, 54.148744195461276, 110.19670671977997, 0.0010771035492420197, 0.006660545313358307, 0.00190066659450531, 0.021664805239439013, 0.002863423657417297, 0.030634022748470307, 0.8523463675796986, 0.0
acustic,10,4,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1361250761151314, -3.3484267694294454, 6.812570566141606, 1.1428864495396613, 0.9749745209515095, 1.1290687057435513, 0.2737105783224106, 1.4117838169932366, 0.15683645889163017, 0.31690533876419064, 0.00553648493885994, 0.015983892542123797, 0.00190066659450531, 0.02887072792053223, 0.002863423657417297, 0.04205273270606995, 0.8465891574382782, 0.0
acustic,10,5,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06931653410196303, -88.36076583430172, 134.11754807775617, 25.91998117057085, 26.88947945833206, 23.232818679261207, -0.11846040138602255, 1.5265540393590928, 5.495925098657608, 10.79653586447239, 0.005354821115732193, 0.012527542215585708, 0.013965235805511475, 0.057296327686309816, 0.018893556863069535, 0.0735863252878189, 0.7225634858429432, 0.00019978245496749878
acustic,10,5,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08092827513813972, -77.13799546474218, 282.7383061509609, 109.84984230232834, 112.1617262661457, 37.70343351243138, -0.03060590364933014, 1.5873669484317303, 7.271516650915146, 15.607076972723007, 0.004149579674005508, 0.01274185820221901, 0.015845897138118743, 0.057296327686309816, 0.02312577724456787, 0.0735863252878189, 0.7512162469148636, 0.00012681360840797424
acustic,10,5,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13959393098950387, -1084.6158277882635, 1562.5870425030053, 162.6556938074887, 127.24763211029769, 311.30532974753385, 0.12276347177624702, 1.207508349865675, 55.574775951415305, 114.50125988323092, 0.001950615233182907, 0.012239644920825958, 0.003404564410448074, 0.0191248571395874, 0.005192987900972366, 0.026721592956781386, 0.8514028929054738, 0.0
acustic,10,5,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13610721334815026, -4.1365598500251775, 7.972062271559238, 1.0828615755677224, 0.9587098331749438, 1.3183206403315066, 0.20597091359496117, 1.5783142430603505, 0.15819094482064247, 0.30831896299719813, 0.001965176302194595, 0.012543281787633895, 0.003404564410448074, 0.0238565955221653, 0.005192987900972366, 0.03364101718664169, 0.8465643239319325, 0.0
acustic,10,6,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.0696019247174263, -105.55833100266457, 164.8358403815329, 28.78004961411953, 27.700468957424164, 29.585140471774338, 0.03993964859843254, 1.4723833220481872, 5.373413980007172, 10.716311156749725, 0.0013729493558406831, 0.006712263852357864, 0.013650214785337447, 0.05536050543189049, 0.01942768060564995, 0.0744220410168171, 0.7247303181052208, 0.00019992640018463135
acustic,10,6,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08237973183393478, -107.58385102140903, 309.49903495621083, 108.4651602587819, 111.74630761146545, 47.81019104236364, -0.07126961286664009, 1.3670542183339596, 7.48441806435585, 16.88929994404316, 0.0006654753446578979, 0.01449415481686592, 0.019492418378591538, 0.05536050543189049, 0.028104353612661365, 0.0744220410168171, 0.7545022607147694, 0.00011426129937171936
acustic,10,6,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13956339687108993, -1291.0523628945589, 1728.502260093683, 154.16126461315153, 129.9674247237742, 294.7863175234914, 0.03286428152322769, 1.765392696774006, 55.6607995557785, 119.09125287140607, 0.0019194152116775512, 0.007183201056718826, 0.007008714836835861, 0.021344198375940322, 0.010665442949533461, 0.030606085914373398, 0.8513601454734803, 0.0
acustic,10,6,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13513523504137992, -5.041271889472007, 8.972890508246422, 1.1085700400173664, 0.9600694808363914, 1.4922840095221996, 0.18553937306404117, 1.4174223467946052, 0.15759477055072785, 0.3049973561346531, 0.003622161412239075, 0.014271279978752136, 0.007008709162473679, 0.027855203819274903, 0.01066543326973915, 0.03997154653668404, 0.8452160508811474, 0.0
acustic,10,7,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06904125288128853, -130.36000391979815, 171.89373068947197, 29.188668403846027, 27.351565450429916, 29.96550721440911, 0.049025647407770157, 1.6517236166894436, 5.372285336256027, 10.388876929879189, 0.0047882477939128875, 0.010118715089559556, 0.01519763664007187, 0.055127005684375764, 0.021250089836120607, 0.07369301043748855, 0.7237086675524711, 0.00019980085492134095
acustic,10,7,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.07909135803580285, -121.97586418197155, 344.23983298623557, 109.66804608684778, 111.89785039424896, 44.084156253165006, 0.0009489197790622725, 2.187761115014553, 7.132939338684082, 15.081463187932968, 0.006163341599702835, 0.01508709632754326, 0.018118910562992096, 0.055127005684375764, 0.026693159985542298, 0.07369301043748855, 0.7482511960268021, 0.00012993817329406737
acustic,10,7,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13935962751507758, -1539.2301895633577, 1979.840782285285, 129.72612561413646, 127.85370912352204, 371.4580337473154, -0.07944247252345085, 1.4879919177889822, 55.926888748496765, 116.26241769992113, 0.005433516615629195, 0.007976891988515854, 0.002438599193096161, 0.025070063269138337, 0.0035248696327209476, 0.03529894440174103, 0.8510733054459095, 0.0
acustic,10,7,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1373564551770687, -6.043677300995588, 9.597960152930021, 1.0759893795371056, 0.9611877421140671, 1.8055302433431148, 0.18027243985533714, 1.5918750099360943, 0.15100193801522255, 0.29875210077762604, 0.004878380328416824, 0.014387560790777206, 0.002440357005596161, 0.02700544998049736, 0.0035326821327209476, 0.03954520027637482, 0.8483007804691791, 0.0
acustic,10,8,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06926378816366195, -145.91922307907345, 203.26683486179112, 25.501043532019853, 26.547796070575714, 31.62618361355662, 0.020122520673274993, 2.0494864669024944, 5.409198760986328, 10.867542430758476, 0.0025966134130954743, 0.009487308198213577, 0.017737213987112047, 0.05452840506434441, 0.025478009557724002, 0.07226903131008149, 0.725307930278778, 0.00019703860878944395
acustic,10,8,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.07808157861232758, -152.28304269408585, 374.430631665045, 112.12354044478536, 112.30583634972572, 52.288182854402066, 0.07738367196321487, 1.8800792699396611, 7.000874042510986, 15.197773784399033, 0.0007912526905536651, 0.008653238981962203, 0.02198203004002571, 0.05452840506434441, 0.03205856377482414, 0.07226903131008149, 0.7459053717792035, 0.00013013386726379395
acustic,10,8,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.14018473327159883, -1740.507131321615, 2175.72056159783, 148.2556126962185, 127.18583750289679, 411.6915602795959, 0.12462057015895843, 1.602083391791582, 55.57065030321479, 116.19474693815708, 0.000832537817955017, 0.009220928454399108, 0.003954507368803024, 0.023988569325208663, 0.005431618362665177, 0.034452015042304995, 0.8522175164401531, 0.0
acustic,10,8,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1361757917702198, -6.740469473546744, 10.764202956426143, 1.1169877674520015, 0.9594386137723923, 1.7033162167489528, 0.2877853865683079, 2.5212970731675624, 0.14999476066231726, 0.2996602154076099, 0.008154066777229308, 0.009472771757841109, 0.003954507368803024, 0.0323691613137722, 0.005431618362665177, 0.047159687447547914, 0.8466589634895325, 0.0
acustic,10,9,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06899824544787407, -165.77421426672936, 219.0056373184502, 28.169968017572163, 27.380872189998627, 41.07332250084877, 0.008683681774139404, 1.653849283349514, 5.501847684383392, 10.7443637996912, 0.0007428249061107636, 0.006681840246915817, 0.01665480025410652, 0.05630988181829452, 0.023378040504455567, 0.07416827071309089, 0.7242938603043556, 0.00019979779720306396
acustic,10,9,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08027917802333832, -169.4164563822389, 399.7177948516548, 112.47438489456177, 113.16807126998901, 54.605134466588495, 0.10531917251348495, 1.8432661606490612, 7.27970963716507, 15.571355298161507, 0.001287215322256088, 0.014095506018400192, 0.013011893969774245, 0.05630988181829452, 0.018967108470201492, 0.07416827071309089, 0.7490286412954331, 0.00012678574919700622
acustic,10,9,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.1390671156346798, -1908.3399270802556, 2438.614937517488, 140.54668745892644, 129.080587975204, 415.2660882916689, -0.00230409289598465, 1.9979350738763808, 55.43826011157036, 115.85595095651149, 0.0063827276229858395, 0.01407632070183754, 0.0013030924260616305, 0.02185566990971565, 0.0018833461999893187, 0.030676535350084303, 0.8506635691344737, 0.0
acustic,10,9,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13584571465849876, -8.240750915497541, 11.681163729953765, 1.067944009643793, 0.9598428794145584, 2.020610398286581, 0.14688391468524933, 1.7407962309420109, 0.15998287782073023, 0.3075387142062187, 0.0012077908694744111, 0.010655274528265, 0.0013030924260616305, 0.02938513956665993, 0.0018833461999893187, 0.04296875393986702, 0.8461965110599995, 0.0
acustic,10,10,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.07076768502593041, -191.8595293736577, 240.9330968608439, 30.892944234395028, 27.500158607959747, 43.40003056225181, 0.07790973064899445, 1.5222872067570687, 5.583218812942505, 10.918696984648705, 0.000542626178264618, 0.007253639084100724, 0.01504806016087532, 0.05005717508792877, 0.022317636746168136, 0.06523362848162652, 0.7287420763134956, 0.00018278840780258177
acustic,10,10,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08232410117983818, -229.29751753432154, 436.29149264643786, 117.59315611598491, 112.95732432603836, 67.54443796617986, 0.17168453412652018, 1.7136454831957817, 7.442978054285049, 15.627156436443329, 0.0013417748332023621, 0.0072269292533397676, 0.012105221688747406, 0.05005717508792877, 0.018098343920707704, 0.06523362848162652, 0.7530232487440109, 0.00011272364258766175
acustic,10,10,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.1386174391210079, -2212.2621894209087, 2665.1340083055734, 137.3783683806896, 126.12139451882243, 505.82493465605376, 0.051882226943969725, 1.5884861736178397, 55.186144275665285, 110.63363094401956, 0.0025744320809841154, 0.008997047144174576, 0.006025541621446609, 0.025733329111337664, 0.008954377335309982, 0.03694338220953941, 0.8500483042418957, 0.0
acustic,10,10,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1364526517689228, -8.866504343551398, 12.422247251093388, 1.2464316409528255, 0.9643317550420761, 2.0882105209708213, 0.29137358120083806, 2.080957322794199, 0.15688761246204377, 0.31428500073552135, 0.005777449643611908, 0.008411249697208405, 0.006025542670488358, 0.018823897230625154, 0.008954379487037659, 0.02773149248957634, 0.847046594953537, 0.0
acustic,10,20,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06896258383989334, -377.0798327264428, 439.78617536770696, 22.40084117283225, 27.005943715572357, 78.11444083518386, -0.1556674066901207, 2.1109671439528466, 5.295512109994888, 10.839987933635712, 0.00312299662232399, 0.01588198117017746, 0.017342097812891005, 0.05333551508784294, 0.024433831268548964, 0.07173949730992318, 0.7236998470664024, 0.00020039061307907104
acustic,10,20,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08178411111235619, -506.3012577949345, 736.5240640693426, 104.99669932335615, 111.34877294301987, 125.39300195322036, 0.033487513256073, 1.956377585631609, 7.612794786691666, 16.715499863028526, 0.0010385921955108643, 0.006226235139369965, 0.011296778237819672, 0.05333551508784294, 0.016295110750198363, 0.07173949730992318, 0.752966764909029, 0.00011428918838500977
acustic,10,20,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13955370754003527, -4277.982154282188, 4806.980067372042, 184.15776622454524, 127.08579721847175, 856.3018101872087, 0.22976932239532472, 2.400947761684656, 55.673321939229965, 114.92173081329464, 0.001168336319923401, 0.0070762801051139825, 0.009182631278038025, 0.027567765057086947, 0.013752220505475997, 0.04029401645064354, 0.8513465804100037, 0.0
acustic,10,20,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13594843238592147, -18.382908907312157, 22.701863295668364, 1.3218703758597374, 0.9633072583675384, 4.13793165230751, 0.16348623514175414, 1.7606212507665158, 0.1580352912247181, 0.3062877869665623, 0.0043367417573928835, 0.015898316133022308, 0.009182631278038025, 0.03060327067375183, 0.013751781052350998, 0.04508484027385711, 0.8463436357200146, 0.0
acustic,10,30,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.07048853084445, -593.405452655387, 634.9457913991332, 29.91027703450322, 27.257079541683197, 112.56013203157782, 0.060312166774272924, 2.251328009027243, 5.413541704416275, 10.810241639614105, 0.002481897681951523, 0.009799783712625503, 0.014838641113042832, 0.05417898200750351, 0.021943708634376526, 0.07211293936371804, 0.7275890070796013, 0.00018713406324386597
acustic,10,30,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08090564012527465, -804.039204037577, 1009.9290042767882, 100.24724290266037, 112.27297058701515, 177.52065970125796, -0.18906765605807305, 1.8863940218687059, 7.11174014210701, 15.243845105171204, 0.0025068698585033414, 0.00920037677884102, 0.018189427280426024, 0.05417898200750351, 0.02669414179325104, 0.07211293936371804, 0.7518200390160084, 0.00011604701280593872
acustic,10,30,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13901302218437195, -6557.823740587181, 6779.446216622675, 108.5425743853569, 127.3468307711482, 1379.777964507985, -0.045138093543052676, 1.920419784748554, 56.57942505580187, 115.64240860043168, 0.002897695434093475, 0.010131685668230056, 0.0020505103409290313, 0.020006753438711163, 0.0029945940732955933, 0.02918707754611969, 0.850589617472887, 0.0
acustic,10,30,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13642739862203598, -27.280891411066055, 31.10933132246137, 1.132928632491827, 0.9597089446783066, 5.040312231248617, 0.08333245549798012, 2.541615804177523, 0.15146306028962137, 0.29958115491867066, 0.0024399961411952975, 0.007942758482694625, 0.0020505103409290313, 0.025831740993261337, 0.0029945940732955933, 0.03771813321709633, 0.8470126016318799, 0.0
acustic,10,40,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.0681952714920044, -759.0374464997768, 848.6691836185098, 33.66066148581505, 27.00439542531967, 160.68047375124095, 0.156652524214983, 1.9896460905432702, 5.235061049461365, 10.626225292682648, 0.0009015452802181244, 0.01623781550526619, 0.01576527047753334, 0.05541908966302871, 0.022749491024017333, 0.07394240184426308, 0.7224703138530254, 0.0002011745274066925
acustic,10,40,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08056575730443, -1015.4563384324848, 1347.9748916647077, 105.90710058458448, 112.33966132998466, 215.52193344689013, 0.04032645535469055, 2.2114999311208727, 7.2123099863529205, 15.718107596039772, 0.0025779504418373105, 0.005733256179094315, 0.020634772884845734, 0.05541908966302871, 0.030378867769241334, 0.07394240184426308, 0.7505514703094959, 0.0001281804084777832
acustic,10,40,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.139291130900383, -8497.41603374721, 9018.940782248008, 213.8721113110006, 127.17444563776255, 1727.8133296499968, 0.13248848873972893, 2.0254362176358702, 54.8129582516253, 111.53637957041263, 0.00017143926620483398, 0.0035078157007694243, 0.0030950674414634703, 0.03309384939074516, 0.004384432834386826, 0.04769792362451553, 0.8509789727389813, 0.0
acustic,10,40,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13522281631827354, -37.65172824121714, 41.767753806424146, 1.082873656475544, 0.9638759143054485, 6.302341477572918, 0.0425454933822155, 3.434483144199848, 0.14713145047426224, 0.296175179207325, 0.0019999891877174377, 0.016085790914297102, 0.0030950814604759217, 0.0346389583170414, 0.004384457582235336, 0.05095624694228172, 0.8453369254887103, 0.0
acustic,10,50,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.07199064418673515, -961.465249565518, 1049.9419963179648, 29.439949607473615, 27.284918904304504, 187.9519719329834, 0.04566347420811653, 2.046830142313242, 5.553268522024155, 11.059938251972198, 0.0011979436933994294, 0.017994102454185486, 0.013107287752628326, 0.05253658068180084, 0.019107448232173918, 0.07231519910693168, 0.7291634608626365, 0.0001751860499382019
acustic,10,50,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08378985866904258, -1292.7138687732577, 1615.930293081826, 110.88294073967337, 112.37293604016304, 325.37972313042883, 0.10407940421104431, 1.6501930514097214, 7.409902483224869, 17.004165366292, 0.001150478571653366, 0.008008763480186462, 0.02011022791862488, 0.05253658068180084, 0.028399944305419922, 0.07231519910693168, 0.7551498979449272, 0.0001035649299621582
acustic,10,50,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.1397049318253994, -10876.49787923661, 10281.347226067626, 66.31433598744273, 127.48262767294048, 1931.9984609419644, -0.16292548972964285, 2.4567214698493482, 53.7879806676209, 110.98460191469192, 0.0019519154727458954, 0.018448273330926895, 0.004070319879055023, 0.020419350361824035, 0.006023386573791504, 0.028545218849182128, 0.8515569268405437, 0.0
acustic,10,50,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1367985013127327, -46.68336775915027, 51.88430453336239, 1.3275791361689568, 0.9600586939156056, 10.118170402681827, 0.08857516441941261, 1.8377214383006095, 0.1518897149562836, 0.30128194271326064, 0.0018244550049304961, 0.00882481771707535, 0.004070319879055023, 0.028574547171592714, 0.006023386573791504, 0.04251364988684654, 0.8475182782173156, 0.0
acustic,10,60,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.07050836101174354, -1103.2575949001252, 1216.2753939086735, 0.6440164431393147, 26.50739026069641, 231.10902508012057, -0.18661686003208158, 1.7408589401245118, 5.546616971492767, 11.171287402510643, 0.0020205292344093323, 0.013744684982299804, 0.014820302015542984, 0.05807056996226311, 0.020428264266252518, 0.07900842244029044, 0.7267475392282009, 0.00018732869625091552
acustic,10,60,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.08055944710969926, -1553.688372478926, 1901.680308168292, 107.5221167520523, 112.70088282227516, 291.36253826455476, -0.11149108801484107, 2.519621383577585, 7.588463187217712, 15.807621717453003, 0.0014658941090106964, 0.01642159240245819, 0.014702605479955673, 0.05807056996226311, 0.021577904653549196, 0.07900842244029044, 0.7500213020741939, 0.00012698107957839967
acustic,10,60,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13944204062223434, -12525.482824032819, 13640.845115454787, 261.11035426501036, 127.92424482309818, 2762.8946263607086, 0.1840907542526722, 1.8889628352344037, 57.365493219017985, 120.45195465511084, 0.00021634257435798645, 0.009614588648080825, 0.0013429600477218627, 0.022452119845151903, 0.002142107802629471, 0.032046003758907315, 0.8511886838436127, 0.0
acustic,10,60,_Fluctuation_Mean,57.14285373687744, 0.0, 0.1369255430996418, -56.394042072027915, 57.242734195393325, 0.9659028838276864, 0.9651097019910813, 11.024157512718439, -0.055433029794692994, 2.2568771388530733, 0.1532431344091892, 0.3056245789587498, 0.0055394419074058536, 0.016414067840576172, 0.0013429600477218627, 0.027042536336183545, 0.002142107802629471, 0.03913045257925987, 0.8476990663528442, 0.0
acustic,10,70,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06880078345537186, -1381.8129752234163, 1431.253902134943, 14.620694493877888, 27.00439292192459, 252.06160318039656, -0.1477992497563362, 2.560885906904936, 5.326916575431824, 10.753226399421692, 0.0014416249990463258, 0.009961939811706542, 0.01565525566339493, 0.05453345568776131, 0.02145408962368965, 0.07140420987010002, 0.7242903372347356, 0.00019843443632125855
acustic,10,70,_HarmonicChangeDetectionFunction_PeriodAmp,57.14285373687744, 0.0, 0.083824153393507, -2053.647953813493, 2234.0395431808947, 124.59741346763371, 112.66540616750717, 449.0007716187298, 0.0033030619680881504, 1.8245444215893745, 7.441225647926331, 15.761634349822998, 0.001458768731355667, 0.005960517263412476, 0.013694280838966368, 0.05453345568776131, 0.01983138246536255, 0.07140420987010002, 0.7567551730751991, 0.0001033726692199707
acustic,10,70,_Zero-crossingrate_Mean,57.14285373687744, 0.0, 0.13958899453282356, -13437.99577693103, 15640.659407416177, 324.57751893181796, 129.2571378402412, 2980.809190233785, 0.16350502371788025, 2.0507588781535624, 54.477129946053026, 114.11572761291265, 0.0031060531914234163, 0.01009666617512703, 0.0028139885008335113, 0.021806386494636537, 0.00431317229270935, 0.03064251273274422, 0.8513961767494679, 0.0
acustic,10,70,_Fluctuation_Mean,57.14285373687744, 0.0, 0.13619110763072967, -62.97244091843963, 67.57379036191702, 1.1827113579273223, 0.9625153344869614, 13.083736974060535, 0.0030896394014358515, 1.7838121025323868, 0.1582028580904007, 0.3174930491268635, 0.0053867732763290405, 0.009856197625398636, 0.0028139885008335113, 0.029737815201282502, 0.00431317229270935, 0.04360174752473831, 0.8466802107632161, 0.0
acustic,10,80,_HarmonicChangeDetectionFunction_Std,57.14285373687744, 0.0, 0.06909140631556511, -1578.3762122728765, 1599.2636235288621, 14.113346442693471, 27.195219337940216, 289.2344385049105, -0.2544285085439682, 2.372564248013496, 5.40714693069458, 10.975037053227425, 0.0005438034296035767, 0.008366238594055176, 0.01300442768931389, 0.053319908213615416, 0.01783538280129433, 0.06941617329120636, 0.723965202498436, 0.00020155293941497802
